Assignment Date,Status,Batch,Product,Original Creditor,Account Public ID,External Account ID,Creditor Recalled?,Has Valid SSN?,Has User Name?,Has Email?,Has Phone?,Has Address?,No Origination Date,Is Deceased?,Is Bankruptcy?,User ID,Account ID,Charge Off Amount ($),Charge Off Date,Last payment Amount ($),Last Payment Date,Face Value ($)
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0708116488,P3E291AD65179,False,True,True,True,True,True,False,False,False,"485,116","535,093","8,804.45","May 27, 2025",477.06,"Apr 11, 2025","9,048.62"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0708575240,P51DE74E0A9FE,False,True,True,True,True,True,False,False,False,"485,123","535,100","2,467.33","Jun 28, 2025",171,"Feb 26, 2025","2,765.27"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0708640776,P18ECE2A0A573,False,True,True,False,True,True,False,False,False,"485,124","535,101","1,229.84","May 30, 2025",311.2,"Jan 28, 2025","1,291.58"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0709033992,PB760EAF78ED3,False,True,True,True,True,True,False,False,False,"485,130","535,107","1,750.46","Apr 19, 2025",183.43,"Oct 21, 2024","1,916.37"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0709230600,PFD2BC278454B,False,True,True,False,True,True,False,False,False,"485,133","535,110","1,139.04","May 28, 2025",200,"Apr 2, 2025","1,177.34"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0709427208,P8BD3A2F892C8,False,True,True,True,True,True,False,False,False,"485,136","535,113","3,086.1","Jun 24, 2025",371.64,"Jan 20, 2025","3,359.31"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0709885960,PAE6B4D0D108A,False,True,True,True,True,True,False,False,False,"485,143","535,120","1,881.78","Jun 21, 2025",407.46,"Nov 20, 2024","2,069.78"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0710017032,PAA50DF0D4B33,False,True,True,True,True,True,False,False,False,"485,145","535,122","3,427.22","Jun 25, 2025",557.53,"Apr 25, 2025","3,541.52"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0710410248,PF4F0B69F6E92,False,True,True,True,True,True,False,False,False,"485,151","535,128","6,706.79","Jun 17, 2025",252.2,"Dec 3, 2024","7,449.29"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0710475784,P8BB5AEC81490,False,True,True,True,True,True,False,False,False,"485,152","535,129","7,312.77","Apr 14, 2025",476.89,"Nov 15, 2024","7,937.31"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0710737928,P5BE470B7350D,False,True,True,True,True,True,False,False,False,"485,156","535,133","7,219.86","Apr 27, 2025",268.76,"Dec 4, 2024","7,783.25"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0710803464,P49DF6A958A20,False,True,True,False,True,True,False,False,False,"485,157","535,134","3,719.42","Jun 12, 2025",396.88,"Oct 10, 2024","4,248.34"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0710934536,P5A2D9ACDEEDC,False,True,True,True,True,True,False,False,False,"485,159","535,136","36,673.17","Apr 19, 2025",630,"Jan 20, 2025","42,809.79"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0711065608,P0C9C686B3E02,False,True,True,True,True,True,False,False,False,"485,161","535,138","1,422.78","May 4, 2025",370.41,"Dec 4, 2024","1,539.93"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0711327752,PA055129D83B9,False,True,True,True,True,True,False,False,False,"485,165","535,142","15,301.02","Apr 27, 2025",534.34,"Dec 28, 2024","16,333.11"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0711458824,P956A1B35F9C9,False,True,True,True,True,True,False,False,False,"485,167","535,144","35,083.72","May 28, 2025","1,019.66","Aug 28, 2024","39,833.1"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0711524360,PF1170D4F62E7,False,True,True,True,True,True,False,False,False,"485,168","535,145","23,548.32","Apr 19, 2025",250,"Feb 6, 2025","24,524.79"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0711720968,P4F003F90926B,False,True,True,True,True,True,False,False,False,"485,171","535,148","8,019.74","Jun 18, 2025",152.14,"Feb 14, 2025","8,790.9"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0711983112,P5907A2F6469D,False,True,True,True,True,True,False,False,False,"485,175","535,152",820.46,"Jun 26, 2025",828.69,"Dec 26, 2024",869.12
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0712966152,PAC63634FDFA5,False,True,True,True,True,True,False,False,False,"485,190","535,167","15,878.5","Jun 10, 2025",755.97,"Jul 11, 2025","14,618.89"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0713162760,PAE815692B717,False,True,True,True,True,True,False,False,False,"485,193","535,170","4,341.42","Jun 6, 2025",348.04,"Jan 6, 2025","4,684.37"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0713621512,P17B688DC802C,False,True,True,True,True,True,False,False,False,"485,200","535,177","15,140.06","Apr 9, 2025",549.2,"Sep 10, 2024","17,039.68"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0714539016,P1D34B41A4CA5,False,True,True,True,True,True,False,False,False,"485,214","535,191","8,769.14","May 7, 2025",171,"Oct 3, 2024","10,158.71"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0714801160,P7E428A188092,False,True,True,True,True,True,False,False,False,"485,218","535,195","13,186.58","Apr 19, 2025",521.85,"Jan 20, 2025","14,530.56"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0715784200,P8F9C68354454,False,True,True,True,True,True,False,False,False,"485,234","535,210","5,781.07","Apr 15, 2025",200,"Jan 17, 2025","6,091.48"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0715980808,P90DA6A951FD2,False,True,True,True,True,True,False,False,False,"485,236","535,213","6,850.74","Jun 1, 2025",954.11,"Jan 1, 2025","7,477.29"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0716242952,PFF2E656B03BD,False,True,True,True,True,True,False,False,False,"485,240","535,217","6,565.24","Apr 26, 2025",720.84,"Nov 6, 2024","7,123.76"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0716767240,P52D417F450B3,False,True,True,True,True,True,False,False,False,"485,248","535,225","3,382.91","Apr 25, 2025",133.7,"Nov 26, 2024","3,669.15"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0717553672,P5F3968CA3718,False,True,True,True,True,True,False,False,False,"485,260","535,237","15,003.52","Jun 10, 2025",689.19,"Jan 10, 2025","16,373.22"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0718012424,P47C51E8142F5,False,True,True,True,True,True,False,False,False,"485,267","535,244","10,458.14","Apr 14, 2025",393.41,"Oct 15, 2024","11,473.32"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0718077960,PC040F0468A03,False,True,True,True,True,True,False,False,False,"485,268","535,245","10,425.33","Jun 20, 2025",300,"Feb 28, 2025","11,349.71"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0718143496,PD175C5F4D7D2,False,True,True,True,True,True,False,False,False,"485,269","535,246","1,210.16","Jun 24, 2025",184.19,"Jan 24, 2025","1,307.76"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0718536712,P74979A2A5277,False,True,True,False,True,True,False,False,False,"485,275","535,252","5,387.5","Jun 18, 2025",689.88,"Mar 14, 2025","5,593.58"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0718995464,P21140F6E4261,False,True,True,True,True,True,False,False,False,"485,282","535,259",830.27,"Jun 15, 2025",572.47,"Feb 15, 2025",891.03
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0719126536,P7E2BBF03CCE6,False,True,True,True,True,True,False,False,False,"485,284","535,261","5,487.56","Apr 24, 2025",672.43,"Dec 25, 2024","5,720.71"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0719454216,PE549B15329AD,False,True,True,True,True,True,False,False,False,"485,289","535,266","2,589.47","Apr 12, 2025",223.35,"Sep 13, 2024","2,889.59"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0719650824,P8D4754BF6EC4,False,True,True,True,True,True,False,False,False,"485,292","535,269","5,783.71","Apr 22, 2025",206.78,"Nov 25, 2024","6,228.53"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0720044040,PD8CCF135475E,False,True,True,True,True,True,False,False,False,"485,298","535,275","30,381.55","Jun 16, 2025","1,521.21","May 19, 2025","32,776.32"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0720109576,P36A0ECE96A21,False,True,True,True,True,True,False,False,False,"485,299","535,276","5,175.27","May 26, 2025",259.29,"Mar 21, 2025","5,360.93"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0720240648,P7D127AADD61A,False,True,True,True,True,True,False,False,False,"485,301","535,278","6,329.6","May 16, 2025",231.49,"Dec 16, 2024","6,692.75"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0722337800,P0A6C89E9440F,False,True,True,True,True,True,False,False,False,"485,333","535,310","6,766.21","Apr 18, 2025",405.08,"Nov 13, 2024","7,364.52"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0722468872,P0185AF59BDD2,False,True,True,True,True,True,False,False,False,"485,335","535,312","3,368.9","Jun 14, 2025",566.98,"Jan 14, 2025","3,667.05"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0722534408,PEBFFB3E49E06,False,True,True,True,True,True,False,False,False,"485,336","535,313",573.36,"May 27, 2025",572.47,"Dec 27, 2024",625.22
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0722731016,PE0E69E468FD8,False,True,True,True,True,True,False,False,False,"485,339","535,316","24,090.42","Jun 29, 2025",442,"Mar 5, 2025","25,825.66"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0722796552,PFFF4B0674266,False,True,True,True,True,True,False,False,False,"485,340","535,317","11,617.66","May 1, 2025",440,"Jan 28, 2025","12,212.62"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0724434952,P8DE7C265AE0B,False,True,True,True,True,True,False,False,False,"485,363","535,342","22,126.76","May 15, 2025","1,559.88","Nov 15, 2024","24,718.19"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0725352456,P81F0E03173E8,False,True,True,True,True,True,False,False,False,"485,378","535,356","5,305.5","Apr 24, 2025",703.73,"Nov 25, 2024","5,658.25"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0725483528,P9E872AD04DA7,False,True,True,True,True,True,False,False,False,"485,380","535,358","14,853.24","Jun 21, 2025",599.22,"Jan 21, 2025","15,802.59"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0725549064,P2CF8EE5AC22F,False,True,True,True,True,True,False,False,False,"485,381","535,359",665.89,"Apr 8, 2025",150,"Mar 14, 2025",675.71
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0725942280,PFE462B60A56D,False,True,True,True,True,True,False,False,False,"485,387","535,365",805.96,"Jun 22, 2025",210.23,"Jan 22, 2025",875.61
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0726204424,PAE73AA83B154,False,True,True,True,True,True,False,False,False,"485,391","535,369","24,802.64","May 9, 2025",873.17,"Dec 9, 2024","27,342.84"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0728367112,P394A48D64472,False,True,True,True,True,True,False,False,False,"485,424","535,402","15,317.17","Jun 29, 2025",598.57,"Feb 1, 2025","16,953.16"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0728694792,P2246D1D300A7,False,True,True,True,True,True,False,False,False,"485,429","535,407","8,313.22","Apr 12, 2025",386,"Mar 12, 2025","8,416.24"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0728956936,PDB1A873F5523,False,True,True,True,True,True,False,False,False,"485,433","535,411","5,239.67","May 23, 2025",500,"Apr 16, 2025","5,324.28"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0729022472,P623196C95365,False,True,True,True,True,True,False,False,False,"485,434","535,412","25,440.47","May 22, 2025",300,"May 2, 2025","31,096.68"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0729153544,PB80275724C9C,False,True,True,True,True,True,False,False,False,"485,436","535,414",955.59,"May 3, 2025",328.57,"Jul 1, 2025",378.62
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0729284616,P966276E70AF4,False,True,True,True,True,True,False,False,False,"485,438","535,416","1,634.77","May 16, 2025",185.36,"Mar 14, 2025","1,690.51"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0729939976,P40F7F1E472D9,False,True,True,True,True,True,False,False,False,"485,448","535,426","4,756.01","Apr 27, 2025",457.98,"Dec 27, 2024","5,104.1"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0730071048,PF0DA6F3EC653,False,True,True,True,True,True,False,False,False,"485,450","535,428","29,775.64","Apr 6, 2025",35,"Apr 30, 2025","30,370.82"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0730333192,P2CCB42D74733,False,True,True,True,True,True,False,False,False,"485,454","535,432","2,639.21","Jun 26, 2025",381.65,"Jan 24, 2025","2,883.83"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0730529800,P010BE2274807,False,True,True,True,True,True,False,False,False,"485,457","535,435","1,207.76","Jun 10, 2025",55.82,"Jan 16, 2025","1,313.94"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0730791944,P5C6C7E71A290,False,True,True,True,True,True,False,False,False,"485,461","535,439","12,400.36","Jun 24, 2025",503.35,"Jan 24, 2025","13,873.93"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0730988552,P4EFBC2879AC3,False,True,True,True,True,True,False,False,False,"485,464","535,442","28,826.07","Apr 21, 2025",980.39,"Nov 22, 2024","30,977"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0731054088,P4B8D956E6580,False,True,True,True,True,True,False,False,False,"485,465","535,443","22,433.84","Apr 15, 2025",880.46,"Apr 16, 2025","22,619.03"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0731119624,P60176F510D48,False,True,True,True,True,True,False,False,False,"485,466","535,444","7,395.82","Apr 21, 2025",399.9,"Dec 20, 2024","7,908.52"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0731906056,P9E6369DC08CE,False,True,True,True,True,True,False,False,False,"485,478","535,456","1,922.33","Apr 25, 2025",198.2,"Jan 26, 2025","1,977.56"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0732823560,P02E285A20FFF,False,True,True,True,True,True,False,False,False,"485,492","535,470","25,783.33","Jun 3, 2025","1,088.22","Jan 3, 2025","28,068.38"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0733806600,PABFF76167999,False,True,True,True,True,True,False,False,False,"485,507","535,485","7,733.97","Apr 20, 2025",196,"Dec 27, 2024","8,284.14"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0733937672,P86D500C431D2,False,True,True,True,True,True,False,False,False,"485,509","535,487","3,053.37","Jun 28, 2025",618.17,"Feb 3, 2025","3,229"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0734527496,P53C1B86D063F,False,True,True,True,True,True,False,False,False,"485,517","535,496","10,081.35","May 10, 2025",500,"Jan 30, 2025","11,235.51"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0735117320,PD14469E1857B,False,True,True,True,True,True,False,False,False,"485,526","535,505","3,511.36","May 24, 2025",147.96,"Dec 24, 2024","3,754.81"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0735182856,P4FCF15621901,False,True,True,False,True,True,False,False,False,"485,527","535,506","9,268.07","Jun 29, 2025",839.34,"Feb 1, 2025","9,753.86"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0735248392,P57D4D1E51B46,False,True,True,True,True,True,False,False,False,"485,528","535,507","13,950.69","Apr 11, 2025",522.89,"Apr 12, 2025","13,936.58"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0736231432,PBF3FA61770C0,False,True,True,True,True,True,False,False,False,"485,542","535,522","24,180.45","Jun 14, 2025",570,"Jun 11, 2025","24,219.26"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0736624648,P0AEF2C6F5654,False,True,True,True,True,True,False,False,False,"485,548","535,528","15,894.83","May 10, 2025",384.52,"Dec 6, 2024","17,775.02"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0737017864,PACA635CE1331,False,True,True,True,True,True,False,False,False,"485,554","535,534","9,745.47","Jun 29, 2025",553.88,"Jan 26, 2025","10,347.21"
"Aug 5, 2025",Included,HM_AUG_25_HM_25Q2,Personal Loan,"Happy Money, Originated by Cross River Bank",BA-0737083400,P84FA59241A59,False,True,True,True,True,True,False,False,False,"485,555","535,535","6,382.21","Apr 23, 2025",136.76,"Dec 27, 2024","6,702.56"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0635109384,P555608574806,False,True,True,True,True,True,False,False,False,"484,015","533,979","27,158.47","Jun 13, 2025",711.34,"Jan 13, 2025","28,838.92"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0635437064,PB2BF8CCC69F2,False,True,True,True,True,True,False,False,False,"484,019","533,984","33,373.57","May 13, 2025",903.99,"Oct 15, 2024","35,811.8"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0636485640,PCD3C736224B9,False,True,True,True,True,True,False,False,False,"484,035","534,000","11,633.94","May 21, 2025",343.6,"Dec 20, 2024","12,442.55"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0637534216,PE3FF2F726E80,False,True,True,True,True,True,False,False,False,"484,051","534,016","16,584.12","Jun 3, 2025","1,050.27","Jan 3, 2025","17,669.02"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0639107080,P53DCB7B18E35,False,True,True,True,True,True,False,False,False,"484,075","534,040","36,009.25","Jun 27, 2025",903.99,"Jan 6, 2025","38,172.91"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0639827976,P5EC0A8322D79,False,True,True,True,True,True,False,False,False,"484,086","534,051","9,538.9","Jun 17, 2025",367.49,"Jan 14, 2025","10,181.86"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0639893512,PA7424C94B54C,False,True,True,True,True,True,False,False,False,"484,087","534,052","4,740.21","Jun 7, 2025",350.09,"Jan 7, 2025","5,050.31"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0642187272,PC1845AF11510,False,True,True,True,True,True,False,False,False,"484,122","534,087","10,499.82","May 28, 2025",395.55,"Jan 28, 2025","11,053.86"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0642842632,P23250DA18B6C,False,True,True,True,True,True,False,False,False,"484,132","534,097","12,491.5","Apr 9, 2025",255,"Jan 31, 2025","12,869.63"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0643104776,PC7601A47D843,False,True,True,True,True,True,False,False,False,"484,136","534,101","24,378.17","May 27, 2025",640.2,"Jan 24, 2025","25,614.08"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0643563528,PE94AB06C92F3,False,True,True,True,True,True,False,False,False,"484,143","534,108","19,537.94","Apr 2, 2025","1,225.32","Dec 3, 2024","20,807.8"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0643760136,PA1895239AF4D,False,True,True,True,True,True,False,False,False,"484,145","534,111","34,939.43","Jun 16, 2025","1,053.35","Jan 16, 2025","36,686.38"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0643956744,PE0583D280FF3,False,True,True,True,True,True,False,False,False,"484,148","534,114","8,201.51","May 29, 2025",770.54,"Jan 8, 2025","8,604.33"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0646053896,P32C57FDD1AA6,False,True,True,True,True,True,False,False,False,"484,180","534,146","31,428.99","May 28, 2025",829.89,"Dec 28, 2024","33,697.58"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0646119432,PBC11B50D6D85,False,True,True,True,True,True,False,False,False,"484,181","534,147","11,526.75","Apr 1, 2025",700.18,"Nov 4, 2024","12,275.93"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0646643720,P3C5C0A6DA16A,False,True,True,False,True,True,False,False,False,"484,189","534,155","6,871.23","May 8, 2025",662,"Dec 8, 2024","7,207.93"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0646774792,P5AEE7ADB42C1,False,True,True,True,True,True,False,False,False,"484,190","534,157","22,722.7","Jun 20, 2025",587.59,"Apr 25, 2025","23,164.87"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0648347656,P9B5114BE994E,False,True,True,True,True,True,False,False,False,"484,215","534,181","12,189.95","Jun 14, 2025",150,"May 12, 2025","13,828.13"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0649134088,PA476FFE4D5AF,False,True,True,True,True,True,False,False,False,"484,227","534,193","38,188.61","Jun 13, 2025",600,"Jan 11, 2025","41,598.68"
"Aug 5, 2025",Included,HM_AUG_25_MSUFCU_25Q2,Personal Loan,"Happy Money, Originated by Michigan State University Federal Credit Union",BA-0650575880,P535C3EA48F21,False,True,True,True,True,True,False,False,False,"484,248","534,215","26,285.23","May 25, 2025",632.79,"Dec 25, 2024","27,676.18"
